customer_id,member_id,step,step_index,timestamp,completed,duration_seconds,source,workspace_name,integration_name,invitees_count
11.0,1497.0,signup,0,,True,586,,,,
186.0,1163.0,profile_completed,3,,True,903,import,,,
33.0,6702.0,signup,0,,True,446,mobile,,,
83.0,5298.0,email_verified,1,,True,1341,,,,
1032.0,1540.0,signup,0,,True,90,import,,,
635.0,1174.0,first_login,2,,True,96,import,,,
951.0,5459.0,first_task,6,,True,260,import,,,
1006.0,1257.0,signup,0,,True,1151,import,,,
210.0,558.0,workspace_created,4,,True,1367,web,Team Workspace 67,,
552.0,4729.0,email_verified,1,,True,208,,,,
191.0,5290.0,email_verified,1,,True,1242,api,,,
392.0,7193.0,workspace_created,4,,True,857,,Team Workspace 393,,
613.0,4689.0,email_verified,1,,True,826,api,,,
190.0,3850.0,first_login,2,,True,1368,web,,,
516.0,5151.0,first_project,5,,True,774,,,,
1103.0,1417.0,signup,0,,True,1547,web,,,
493.0,3958.0,profile_completed,3,,True,1313,,,,
651.0,30.0,signup,0,,True,134,,,,
288.0,6466.0,first_project,5,,True,537,,,,
701.0,8449.0,signup,0,,True,964,mobile,,,
551.0,7636.0,email_verified,1,,True,239,api,,,
527.0,5359.0,email_verified,1,,True,917,,,,
732.0,1223.0,email_verified,1,,True,1304,mobile,,,
38.0,5378.0,email_verified,1,,True,247,import,,,
522.0,1602.0,profile_completed,3,,True,328,mobile,,,
859.0,2426.0,signup,0,,True,200,import,,,
614.0,2674.0,workspace_created,4,,True,504,,Team Workspace 313,,
985.0,4205.0,profile_completed,3,,True,1276,api,,,
645.0,5324.0,email_verified,1,,True,1168,,,,
904.0,328.0,first_login,2,,True,541,api,,,
741.0,8430.0,profile_completed,3,,True,119,import,,,
6.0,3737.0,first_login,2,,True,1491,web,,,
934.0,2993.0,email_verified,1,,True,1173,,,,
351.0,1895.0,completed_tutorial,8,,True,1549,,,,
860.0,6509.0,signup,0,,True,106,api,,,
76.0,4702.0,email_verified,1,,True,763,,,,
470.0,2499.0,first_project,5,,True,1551,,,,
292.0,726.0,signup,0,,True,123,web,,,
819.0,3980.0,invited_teammate,7,,True,1501,api,,,2.0
602.0,1916.0,signup,0,,True,1141,,,,
375.0,5090.0,invited_teammate,7,,True,371,,,,
536.0,4719.0,workspace_created,4,,True,144,mobile,Team Workspace 175,,
461.0,2248.0,first_login,2,,True,1181,,,,
815.0,456.0,signup,0,,True,1189,,,,
71.0,3001.0,email_verified,1,,True,70,,,,
727.0,1553.0,email_verified,1,,True,492,import,,,
123.0,7685.0,workspace_created,4,,True,1562,,Team Workspace 70,,
380.0,3570.0,profile_completed,3,,True,1200,import,,,
1141.0,1794.0,signup,0,,True,956,web,,,
1151.0,7585.0,email_verified,1,,True,1157,,,,
1032.0,369.0,email_verified,1,,True,1596,web,,,
307.0,6293.0,email_verified,1,,True,918,mobile,,,
61.0,2260.0,profile_completed,3,,True,641,api,,,
789.0,16.0,completed_tutorial,8,,True,1202,mobile,,,
725.0,5209.0,completed_tutorial,8,,True,939,web,,,
411.0,3637.0,email_verified,1,,True,170,api,,,
594.0,2311.0,first_login,2,,True,1438,,,,
1062.0,6577.0,first_login,2,,True,1394,,,,
52.0,157.0,first_login,2,,True,67,,,,
1156.0,109.0,completed_tutorial,8,,True,618,,,,
968.0,635.0,profile_completed,3,,True,101,api,,,
545.0,2965.0,signup,0,,True,1289,,,,
40.0,5625.0,first_login,2,,True,1296,web,,,
947.0,8496.0,signup,0,,True,1144,api,,,
571.0,6035.0,first_project,5,,True,947,,,,
80.0,2374.0,profile_completed,3,,True,493,,,,
675.0,4336.0,signup,0,,True,1168,,,,
385.0,2206.0,signup,0,,True,612,,,,
290.0,1644.0,profile_completed,3,,True,1341,mobile,,,
451.0,205.0,email_verified,1,,True,987,,,,
855.0,5379.0,first_login,2,,True,64,,,,
616.0,2177.0,first_login,2,,True,861,api,,,
394.0,1692.0,signup,0,,True,1264,import,,,
604.0,4711.0,first_project,5,,True,1128,,,,
398.0,4546.0,email_verified,1,,True,518,,,,
871.0,2694.0,workspace_created,4,,True,707,,,,
342.0,8161.0,signup,0,,True,311,,,,
1156.0,2117.0,email_verified,1,,True,189,,,,
705.0,3868.0,signup,0,,True,1704,web,,,
230.0,2495.0,signup,0,,True,1007,api,,,
957.0,6754.0,completed_tutorial,8,,True,1712,,,,
37.0,5660.0,workspace_created,4,,True,1166,api,Team Workspace 347,,
24.0,3392.0,signup,0,,True,1193,import,,,
1021.0,4109.0,first_task,6,,True,888,mobile,,,
1046.0,6364.0,completed_tutorial,8,,True,745,web,,,
557.0,7376.0,signup,0,,True,530,web,,,
29.0,944.0,profile_completed,3,,True,1245,,,,
796.0,2253.0,first_task,6,,True,1592,,,,
182.0,1596.0,first_project,5,,True,1335,web,,,
626.0,6611.0,first_project,5,,True,1209,import,,,
323.0,6657.0,profile_completed,3,,True,1689,,,,
1122.0,8393.0,signup,0,,True,906,,,,
728.0,3956.0,workspace_created,4,,True,641,web,Team Workspace 125,,
714.0,3781.0,first_login,2,,True,449,,,,
169.0,1616.0,profile_completed,3,,True,1176,web,,,
293.0,128.0,signup,0,,True,931,,,,
690.0,7566.0,workspace_created,4,,True,738,web,Team Workspace 138,,
304.0,3073.0,first_project,5,,True,1116,web,,,
671.0,1100.0,first_task,6,,True,215,,,,
483.0,8020.0,workspace_created,4,,True,152,,,,
507.0,912.0,first_integration,9,,True,551,mobile,,,
298.0,1414.0,first_login,2,,True,1140,mobile,,,
1020.0,3518.0,first_login,2,,True,908,import,,,
1028.0,2698.0,signup,0,,True,528,,,,
635.0,4632.0,signup,0,,True,556,,,,
1101.0,2349.0,signup,0,,True,389,,,,
162.0,2328.0,first_integration,9,,True,403,web,,slack,
758.0,1358.0,workspace_created,4,,True,1033,,Team Workspace 446,,
1067.0,6376.0,signup,0,,True,1259,,,,
12.0,530.0,first_project,5,,True,539,web,,,
373.0,8154.0,profile_completed,3,,True,850,,,,
1163.0,277.0,profile_completed,3,,True,1769,,,,
900.0,6580.0,profile_completed,3,,True,675,api,,,
995.0,4371.0,first_project,5,,True,895,api,,,
604.0,3615.0,signup,0,,True,1487,,,,
207.0,7064.0,email_verified,1,,True,1418,,,,
565.0,3053.0,profile_completed,3,,True,476,,,,
710.0,1367.0,first_project,5,,True,355,,,,
858.0,348.0,email_verified,1,,True,1796,web,,,
957.0,712.0,workspace_created,4,,True,833,api,,,
927.0,3187.0,email_verified,1,,True,1625,web,,,
336.0,7562.0,first_task,6,,True,813,api,,,
473.0,591.0,workspace_created,4,,True,768,,,,
557.0,1401.0,profile_completed,3,,True,351,,,,
296.0,2829.0,signup,0,,True,816,,,,
1091.0,6295.0,first_project,5,,True,55,,,,
1168.0,5982.0,completed_tutorial,8,,True,873,,,,
149.0,7349.0,first_login,2,,True,282,,,,
823.0,5032.0,signup,0,,True,100,import,,,
163.0,7956.0,profile_completed,3,,True,464,,,,
36.0,3033.0,signup,0,,True,790,api,,,
1036.0,4542.0,signup,0,,True,301,import,,,
741.0,6393.0,signup,0,,True,411,api,,,
133.0,7939.0,signup,0,,True,1402,mobile,,,
99.0,4604.0,profile_completed,3,,True,95,,,,
449.0,5151.0,completed_tutorial,8,,True,1369,mobile,,,
1094.0,7640.0,signup,0,,True,1443,api,,,
673.0,3456.0,first_task,6,,True,1162,,,,
872.0,7557.0,workspace_created,4,,True,447,web,Team Workspace 122,,
1020.0,7353.0,first_project,5,,True,1646,web,,,
579.0,3749.0,profile_completed,3,,True,528,,,,
1100.0,7643.0,workspace_created,4,,True,959,,,,
542.0,4636.0,profile_completed,3,,True,923,web,,,
462.0,1735.0,first_project,5,,True,1641,api,,,
264.0,906.0,first_task,6,,True,1618,import,,,
540.0,1127.0,signup,0,,True,688,api,,,
1191.0,8402.0,email_verified,1,,True,1794,,,,
590.0,4016.0,signup,0,,True,448,api,,,
1197.0,7938.0,email_verified,1,,True,1705,import,,,
22.0,7042.0,first_integration,9,,True,782,,,jira,
658.0,7768.0,workspace_created,4,,True,681,,Team Workspace 382,,
995.0,4410.0,workspace_created,4,,True,438,,Team Workspace 230,,
897.0,5701.0,workspace_created,4,,True,764,,,,
611.0,3782.0,profile_completed,3,,True,54,mobile,,,
1018.0,3333.0,workspace_created,4,,True,1784,import,,,
985.0,7230.0,first_project,5,,True,332,api,,,
1033.0,5294.0,email_verified,1,,True,1560,,,,
333.0,7065.0,first_login,2,,True,417,api,,,
769.0,4560.0,email_verified,1,,True,647,,,,
584.0,7363.0,first_login,2,,True,1075,mobile,,,
558.0,3335.0,first_task,6,,True,1720,web,,,
361.0,3885.0,workspace_created,4,,True,951,,Team Workspace 134,,
950.0,1117.0,signup,0,,True,1782,import,,,
918.0,8014.0,first_login,2,,True,148,,,,
870.0,3382.0,completed_tutorial,8,,True,140,api,,,
962.0,8368.0,first_project,5,,True,1038,,,,
181.0,6200.0,completed_tutorial,8,,True,1713,,,,
468.0,2486.0,signup,0,,True,284,mobile,,,
990.0,8056.0,profile_completed,3,,True,820,api,,,
326.0,7746.0,first_integration,9,,True,1250,mobile,,,
392.0,8098.0,email_verified,1,,True,527,,,,
160.0,3075.0,first_project,5,,True,631,import,,,
241.0,4066.0,first_task,6,,True,967,,,,
612.0,6206.0,first_project,5,,True,36,mobile,,,
180.0,7053.0,first_login,2,,True,1108,web,,,
292.0,3541.0,workspace_created,4,,True,1555,api,Team Workspace 131,,
548.0,7867.0,workspace_created,4,,True,300,web,Team Workspace 285,,
698.0,2065.0,signup,0,,True,959,import,,,
20.0,1837.0,profile_completed,3,,True,392,mobile,,,
223.0,4224.0,first_login,2,,True,165,api,,,
366.0,4716.0,invited_teammate,7,,True,1147,,,,2.0
749.0,582.0,workspace_created,4,,True,1466,web,Team Workspace 414,,
1016.0,945.0,completed_tutorial,8,,True,1320,,,,
646.0,4902.0,workspace_created,4,,True,1201,import,Team Workspace 134,,
1131.0,704.0,first_task,6,,True,873,,,,
779.0,1759.0,email_verified,1,,True,1452,,,,
303.0,84.0,first_login,2,,True,139,web,,,
222.0,183.0,first_login,2,,True,1591,web,,,
783.0,6195.0,first_task,6,,True,867,mobile,,,
1152.0,3364.0,first_login,2,,True,901,,,,
336.0,7896.0,signup,0,,True,791,import,,,
607.0,4810.0,email_verified,1,,True,1050,mobile,,,
755.0,1165.0,signup,0,,True,547,,,,
535.0,8488.0,first_login,2,,True,686,api,,,
823.0,5585.0,signup,0,,True,1280,api,,,
184.0,73.0,signup,0,,True,136,,,,
559.0,5682.0,signup,0,,True,1472,web,,,
981.0,6764.0,first_login,2,,True,277,api,,,
1032.0,4521.0,first_task,6,,True,528,api,,,
781.0,7508.0,first_login,2,,True,1344,,,,
139.0,6452.0,profile_completed,3,,True,306,import,,,
757.0,5716.0,signup,0,,True,268,,,,
1169.0,4501.0,workspace_created,4,,True,1141,mobile,,,
690.0,2631.0,first_login,2,,True,1525,api,,,
595.0,7139.0,first_project,5,,True,446,mobile,,,
438.0,2295.0,email_verified,1,,True,1693,import,,,
452.0,1912.0,first_login,2,,True,1749,web,,,
77.0,876.0,first_integration,9,,True,1660,,,,
638.0,4547.0,profile_completed,3,,True,1196,,,,
712.0,519.0,profile_completed,3,,True,1311,mobile,,,
173.0,7584.0,first_project,5,,True,679,web,,,
847.0,2647.0,invited_teammate,7,,True,485,,,,
68.0,4323.0,signup,0,,True,953,api,,,
611.0,3158.0,email_verified,1,,True,1166,,,,
450.0,5489.0,signup,0,,True,544,api,,,
200.0,745.0,first_project,5,,True,30,mobile,,,
277.0,6206.0,workspace_created,4,,True,1445,,Team Workspace 133,,
1003.0,6037.0,first_task,6,,True,207,,,,
17.0,829.0,email_verified,1,,True,166,import,,,
751.0,532.0,profile_completed,3,,True,328,web,,,
665.0,6508.0,first_project,5,,True,1687,api,,,
954.0,6469.0,signup,0,,True,1188,web,,,
423.0,156.0,first_login,2,,True,713,,,,
274.0,7753.0,email_verified,1,,True,565,,,,
552.0,3348.0,email_verified,1,,True,1497,,,,
1032.0,7604.0,workspace_created,4,,True,397,api,Team Workspace 461,,
908.0,2250.0,signup,0,,True,132,,,,
1037.0,2629.0,invited_teammate,7,,True,703,,,,8.0
361.0,5057.0,first_login,2,,True,1289,import,,,
753.0,4532.0,first_project,5,,True,366,import,,,
41.0,246.0,first_login,2,,True,700,,,,
199.0,406.0,signup,0,,True,1498,api,,,
906.0,5453.0,signup,0,,True,204,,,,
420.0,7323.0,signup,0,,True,1542,,,,
557.0,8491.0,profile_completed,3,,True,1370,,,,
525.0,3709.0,first_login,2,,True,906,web,,,
918.0,1560.0,workspace_created,4,,True,773,import,Team Workspace 365,,
643.0,6237.0,workspace_created,4,,True,1700,web,Team Workspace 425,,
1020.0,5021.0,signup,0,,True,611,web,,,
394.0,2563.0,workspace_created,4,,True,858,api,Team Workspace 356,,
998.0,3066.0,first_login,2,,True,161,,,,
460.0,972.0,invited_teammate,7,,True,828,api,,,7.0
1013.0,3945.0,profile_completed,3,,True,130,,,,
192.0,6044.0,profile_completed,3,,True,1506,import,,,
1158.0,878.0,first_integration,9,,True,276,mobile,,google_drive,
990.0,7203.0,email_verified,1,,True,295,,,,
1060.0,4267.0,completed_tutorial,8,,True,1490,mobile,,,
722.0,6638.0,signup,0,,True,1531,import,,,
132.0,61.0,signup,0,,True,1442,,,,
1025.0,3252.0,profile_completed,3,,True,1590,api,,,
277.0,5643.0,signup,0,,True,795,api,,,
641.0,3042.0,signup,0,,True,124,import,,,
780.0,7546.0,signup,0,,True,599,import,,,
572.0,2915.0,first_login,2,,True,339,,,,
918.0,7236.0,signup,0,,True,521,api,,,
513.0,1690.0,signup,0,,True,1292,,,,
329.0,363.0,signup,0,,True,825,,,,
891.0,4588.0,invited_teammate,7,,True,797,web,,,7.0
703.0,3575.0,workspace_created,4,,True,472,import,,,
652.0,7360.0,signup,0,,True,1519,import,,,
352.0,8429.0,first_integration,9,,True,1102,api,,jira,
175.0,8166.0,workspace_created,4,,True,185,web,Team Workspace 438,,
740.0,7357.0,first_login,2,,True,1342,,,,
13.0,3651.0,profile_completed,3,,True,825,api,,,
590.0,3884.0,signup,0,,True,1182,api,,,
1180.0,3874.0,signup,0,,True,1628,,,,
1009.0,7807.0,signup,0,,True,1068,web,,,
247.0,7637.0,first_login,2,,True,612,,,,
1006.0,7008.0,email_verified,1,,True,1547,import,,,
1006.0,3089.0,profile_completed,3,,True,856,,,,
637.0,1538.0,email_verified,1,,True,1046,,,,
1140.0,4990.0,email_verified,1,,True,1557,,,,
703.0,3271.0,email_verified,1,,True,1192,,,,
743.0,3010.0,signup,0,,True,497,,,,
1114.0,264.0,first_login,2,,True,1277,mobile,,,
1040.0,1139.0,first_login,2,,True,727,import,,,
59.0,7792.0,first_task,6,,True,850,,,,
1143.0,6507.0,signup,0,,True,1757,,,,
1009.0,7234.0,email_verified,1,,True,346,mobile,,,
1071.0,6067.0,signup,0,,True,1339,,,,
511.0,4353.0,first_login,2,,True,37,api,,,
340.0,5365.0,first_login,2,,True,1694,,,,
569.0,6825.0,first_project,5,,True,912,mobile,,,
452.0,1263.0,email_verified,1,,True,706,api,,,
1055.0,3065.0,workspace_created,4,,True,1404,,Team Workspace 218,,
796.0,5097.0,email_verified,1,,True,945,,,,
135.0,2413.0,invited_teammate,7,,True,1494,mobile,,,8.0
267.0,1449.0,workspace_created,4,,True,1570,import,,,
422.0,7690.0,workspace_created,4,,True,510,api,Team Workspace 394,,
623.0,4169.0,email_verified,1,,True,850,,,,
417.0,1670.0,first_login,2,,True,1795,import,,,
713.0,869.0,profile_completed,3,,True,858,web,,,
88.0,2657.0,signup,0,,True,1346,web,,,
743.0,6059.0,first_login,2,,True,658,,,,
217.0,6580.0,signup,0,,True,1632,import,,,
841.0,1897.0,signup,0,,True,850,api,,,
787.0,5130.0,first_integration,9,,True,1558,,,jira,
846.0,243.0,workspace_created,4,,True,685,,,,
306.0,1246.0,first_task,6,,True,547,web,,,
617.0,1825.0,first_login,2,,True,38,import,,,
689.0,591.0,signup,0,,True,1629,import,,,
495.0,851.0,signup,0,,True,136,,,,
593.0,5468.0,signup,0,,True,395,mobile,,,
441.0,4211.0,signup,0,,True,942,,,,
178.0,4945.0,first_project,5,,True,1405,api,,,
249.0,6241.0,first_login,2,,True,1160,,,,
868.0,1241.0,first_project,5,,True,1648,,,,
269.0,2292.0,first_project,5,,True,1343,mobile,,,
527.0,6303.0,completed_tutorial,8,,True,40,web,,,
36.0,157.0,email_verified,1,,True,1077,api,,,
994.0,8351.0,signup,0,,True,1566,,,,
598.0,3578.0,invited_teammate,7,,True,482,,,,6.0
926.0,4456.0,email_verified,1,,True,708,,,,
3.0,6507.0,signup,0,,True,227,mobile,,,
687.0,1072.0,first_integration,9,,True,1614,web,,,
1088.0,8283.0,email_verified,1,,True,638,api,,,
77.0,3302.0,profile_completed,3,,True,419,,,,
728.0,1818.0,first_task,6,,True,1479,web,,,
45.0,6019.0,signup,0,,True,481,api,,,
720.0,7415.0,first_login,2,,True,1583,,,,
449.0,4132.0,signup,0,,True,87,api,,,
190.0,3180.0,profile_completed,3,,True,196,import,,,
91.0,4230.0,first_task,6,,True,1612,import,,,
822.0,1472.0,signup,0,,True,312,,,,
395.0,6571.0,first_login,2,,True,945,import,,,
214.0,2108.0,first_task,6,,True,1014,web,,,
869.0,7257.0,first_project,5,,True,1523,import,,,
744.0,6665.0,first_project,5,,True,223,web,,,
596.0,102.0,first_login,2,,True,1233,import,,,
857.0,5129.0,email_verified,1,,True,131,,,,
85.0,8434.0,invited_teammate,7,,True,611,,,,
689.0,7529.0,email_verified,1,,True,791,,,,
946.0,6355.0,first_project,5,,True,1645,,,,
28.0,2838.0,first_integration,9,,True,867,,,slack,
592.0,8455.0,completed_tutorial,8,,True,374,import,,,
907.0,2701.0,email_verified,1,,True,664,,,,
65.0,1298.0,first_integration,9,,True,825,import,,notion,
459.0,5798.0,signup,0,,True,1451,,,,
591.0,2692.0,first_login,2,,True,255,import,,,
158.0,1723.0,signup,0,,True,1381,,,,
832.0,2260.0,first_project,5,,True,1436,import,,,
126.0,5328.0,workspace_created,4,,True,1145,import,,,
537.0,575.0,first_integration,9,,True,701,,,figma,
502.0,7115.0,completed_tutorial,8,,True,1658,,,,
433.0,4445.0,first_login,2,,True,121,,,,
375.0,1917.0,email_verified,1,,True,674,mobile,,,
625.0,74.0,first_task,6,,True,533,,,,
860.0,4454.0,signup,0,,True,354,,,,
19.0,3769.0,signup,0,,True,698,mobile,,,
39.0,2285.0,signup,0,,True,206,mobile,,,
547.0,2415.0,first_project,5,,True,791,import,,,
392.0,356.0,first_project,5,,True,1690,web,,,
1063.0,1371.0,email_verified,1,,True,647,,,,
498.0,876.0,workspace_created,4,,True,890,,Team Workspace 267,,
571.0,6619.0,profile_completed,3,,True,1513,,,,
409.0,4827.0,profile_completed,3,,True,426,import,,,
124.0,229.0,first_task,6,,True,956,import,,,
786.0,5266.0,first_task,6,,True,1605,import,,,
504.0,5310.0,profile_completed,3,,True,447,,,,
198.0,2012.0,profile_completed,3,,True,288,web,,,
406.0,8213.0,first_task,6,,True,1314,,,,
480.0,3678.0,profile_completed,3,,True,1404,import,,,
334.0,6651.0,email_verified,1,,True,422,import,,,
244.0,7113.0,profile_completed,3,,True,53,mobile,,,
783.0,2810.0,email_verified,1,,True,1457,mobile,,,
211.0,1254.0,signup,0,,True,805,mobile,,,
685.0,1321.0,profile_completed,3,,True,886,,,,
169.0,161.0,first_login,2,,True,418,api,,,
108.0,4724.0,workspace_created,4,,True,1378,,Team Workspace 25,,
667.0,2531.0,signup,0,,True,1504,,,,
908.0,8177.0,email_verified,1,,True,1256,api,,,
1052.0,1689.0,first_task,6,,True,908,api,,,
882.0,2615.0,first_project,5,,True,175,,,,
94.0,3728.0,first_project,5,,True,499,,,,
454.0,1300.0,profile_completed,3,,True,1649,,,,
724.0,2994.0,email_verified,1,,True,1268,api,,,
1036.0,1193.0,first_task,6,,True,1683,mobile,,,
626.0,1997.0,signup,0,,True,104,import,,,
592.0,5660.0,workspace_created,4,,True,588,mobile,Team Workspace 63,,
184.0,351.0,signup,0,,True,1451,api,,,
242.0,4538.0,email_verified,1,,True,1490,,,,
213.0,7795.0,workspace_created,4,,True,688,,Team Workspace 321,,
549.0,7634.0,email_verified,1,,True,343,api,,,
814.0,405.0,email_verified,1,,True,584,,,,
974.0,7326.0,email_verified,1,,True,574,import,,,
472.0,6016.0,first_login,2,,True,310,api,,,
673.0,4383.0,signup,0,,True,627,import,,,
1012.0,228.0,completed_tutorial,8,,True,232,,,,
708.0,3865.0,first_project,5,,True,1747,,,,
27.0,1919.0,signup,0,,True,1563,mobile,,,
1118.0,3861.0,signup,0,,True,1758,,,,
1076.0,4492.0,signup,0,,True,1588,api,,,
969.0,7461.0,email_verified,1,,True,1687,web,,,
958.0,8392.0,completed_tutorial,8,,True,625,,,,
408.0,7569.0,email_verified,1,,True,1088,mobile,,,
955.0,1749.0,profile_completed,3,,True,374,,,,
7.0,3009.0,completed_tutorial,8,,True,816,,,,
818.0,7312.0,email_verified,1,,True,741,web,,,
273.0,7562.0,workspace_created,4,,True,1778,,Team Workspace 257,,
565.0,1878.0,signup,0,,True,1138,api,,,
910.0,7723.0,workspace_created,4,,True,879,import,Team Workspace 79,,
615.0,1603.0,profile_completed,3,,True,790,import,,,
527.0,3527.0,signup,0,,True,1448,import,,,
140.0,3018.0,signup,0,,True,634,,,,
903.0,1302.0,email_verified,1,,True,1226,mobile,,,
1162.0,7447.0,email_verified,1,,True,198,import,,,
409.0,1040.0,profile_completed,3,,True,308,web,,,
280.0,5378.0,first_task,6,,True,1612,mobile,,,
681.0,7273.0,signup,0,,True,419,api,,,
301.0,6933.0,workspace_created,4,,True,683,,Team Workspace 459,,
478.0,6881.0,signup,0,,True,1722,,,,
645.0,7117.0,invited_teammate,7,,True,1153,,,,9.0
746.0,7957.0,first_login,2,,True,332,,,,
15.0,3949.0,workspace_created,4,,True,472,api,Team Workspace 194,,
450.0,1498.0,profile_completed,3,,True,1717,,,,
448.0,5439.0,email_verified,1,,True,793,import,,,
1066.0,7713.0,workspace_created,4,,True,890,import,Team Workspace 194,,
645.0,2692.0,first_login,2,,True,1118,api,,,
758.0,3671.0,completed_tutorial,8,,True,1456,,,,
1036.0,5820.0,profile_completed,3,,True,1525,mobile,,,
1180.0,3287.0,profile_completed,3,,True,615,,,,
1004.0,4296.0,first_integration,9,,True,1691,mobile,,notion,
1164.0,5910.0,email_verified,1,,True,1054,import,,,
754.0,5392.0,first_login,2,,True,165,,,,
138.0,2950.0,first_login,2,,True,1295,,,,
170.0,3302.0,completed_tutorial,8,,True,1264,mobile,,,
794.0,6200.0,first_login,2,,True,495,web,,,
1000.0,6791.0,first_login,2,,True,130,,,,
177.0,212.0,profile_completed,3,,True,481,,,,
291.0,5665.0,first_login,2,,True,860,api,,,
391.0,699.0,profile_completed,3,,True,1174,,,,
1079.0,4115.0,signup,0,,True,963,web,,,
762.0,947.0,workspace_created,4,,True,485,import,,,
623.0,3790.0,email_verified,1,,True,87,,,,
454.0,4888.0,workspace_created,4,,True,957,,Team Workspace 403,,
991.0,7228.0,first_project,5,,True,852,,,,
908.0,36.0,first_login,2,,True,806,import,,,
1124.0,6983.0,signup,0,,True,993,import,,,
1017.0,8149.0,first_task,6,,True,1663,import,,,
961.0,7876.0,signup,0,,True,766,api,,,
1051.0,1641.0,invited_teammate,7,,True,165,api,,,6.0
872.0,7898.0,first_project,5,,True,1017,mobile,,,
1027.0,2462.0,signup,0,,True,891,web,,,
1027.0,4801.0,profile_completed,3,,True,331,import,,,
102.0,5477.0,email_verified,1,,True,763,api,,,
1114.0,620.0,first_project,5,,True,323,,,,
1002.0,997.0,email_verified,1,,True,1620,web,,,
504.0,6951.0,signup,0,,True,1475,api,,,
118.0,1943.0,email_verified,1,,True,1262,api,,,
779.0,2277.0,first_login,2,,True,606,web,,,
188.0,7017.0,email_verified,1,,True,716,web,,,
493.0,1356.0,first_project,5,,True,472,web,,,
908.0,5219.0,signup,0,,True,647,mobile,,,
1187.0,6379.0,email_verified,1,,True,235,api,,,
133.0,5050.0,first_project,5,,True,368,web,,,
292.0,7391.0,profile_completed,3,,True,976,,,,
1051.0,2286.0,signup,0,,True,1339,api,,,
1119.0,5597.0,first_login,2,,True,521,,,,
922.0,819.0,completed_tutorial,8,,True,838,mobile,,,
856.0,7519.0,profile_completed,3,,True,706,api,,,
976.0,8264.0,profile_completed,3,,True,1486,,,,
1140.0,1728.0,profile_completed,3,,True,345,mobile,,,
692.0,4368.0,completed_tutorial,8,,True,47,web,,,
884.0,2927.0,email_verified,1,,True,128,api,,,
666.0,8125.0,first_project,5,,True,80,import,,,
607.0,4753.0,email_verified,1,,True,451,import,,,
160.0,2391.0,email_verified,1,,True,589,,,,
146.0,7961.0,signup,0,,True,664,api,,,
73.0,3073.0,signup,0,,True,675,,,,
1042.0,7368.0,email_verified,1,,True,1643,api,,,
64.0,7111.0,signup,0,,True,1447,,,,
1070.0,6346.0,completed_tutorial,8,,True,128,,,,
127.0,600.0,profile_completed,3,,True,1479,web,,,
13.0,6770.0,first_login,2,,True,505,,,,
647.0,995.0,signup,0,,True,907,,,,
403.0,5922.0,first_task,6,,True,1656,web,,,
616.0,4256.0,signup,0,,True,948,api,,,
833.0,6047.0,email_verified,1,,True,1674,web,,,
